episode,train_return,success,epsilon
122,-3601.420175003388,0,0.6877681203360232
123,-3640.142159306794,0,0.6857177259177514
124,-3396.232617179175,0,0.6836734441952358
125,-3668.510305095045,0,0.6816352569451293
126,-3545.41450979406,0,0.6796031459984126
127,-3602.699199625511,0,0.6775770932402326
128,-3528.075131740653,0,0.6755570806097405
129,-3529.341738381065,0,0.6735430900999311
130,-3489.237955062091,0,0.6715351037574823
131,-3513.8771351487917,0,0.6695331036825948
132,-3502.67605240788,0,0.667537072028833
133,-3540.1672608352833,0,0.6655469910029652
134,-3462.724687560393,0,0.6635628428648058
135,-3475.8775038311296,0,0.6615846099270566
136,-3447.6115815925023,0,0.6596122745551493
137,-3482.015051856722,0,0.6576458191670881
138,-3554.162753697906,0,0.6556852262332935
139,-3508.5469467170174,0,0.6537304782764455
140,-3568.0450324418293,0,0.651781557871328
141,-3569.470021487622,0,0.6498384476446735
142,-3632.3626363283165,0,0.6479011302750081
143,-3538.9127806472366,0,0.6459695884924973
144,-3359.6366056928823,0,0.644043805078792
145,-3510.8867590485697,0,0.6421237628668748
146,-3461.6858191525325,0,0.6402094447409071
147,-3420.161961478901,0,0.6383008336360767
148,-3491.3912670615405,0,0.6363979125384454
149,-3435.242762697691,0,0.6345006644847974
150,-3521.0686562482574,0,0.6326090725624882
151,-3523.555218755763,0,0.6307231199092939
152,-3631.065298393523,0,0.6288427897132604
153,-3457.754371345911,0,0.6269680652125542
154,-3575.9773513215723,0,0.6250989296953127
155,-3618.946168569303,0,0.623235366499495
156,-3462.6725596415517,0,0.6213773590127335
157,-3486.2662424258115,0,0.6195248906721862
158,-3506.5051398158876,0,0.6176779449643884
159,-3439.2773891010293,0,0.6158365054251062
160,-3486.9223495276156,0,0.6140005556391889
161,-3376.9163601013106,0,0.6121700792404234
162,-3458.094315126921,0,0.610345059911388
163,-3528.356514171546,0,0.608525481383307
164,-3460.188974202486,0,0.6067113274359055
165,-3405.5812399917004,0,0.6049025818972651
166,-3626.193511303447,0,0.6030992286436796
167,-3424.922528363803,0,0.6013012515995112
168,-3552.5364966464567,0,0.5995086347370472
169,-3490.836206817489,0,0.5977213620763574
170,-3470.611121378016,0,0.5959394176851512
171,-3353.014655107957,0,0.594162785678636
172,-3443.063564093499,0,0.5923914502193752
173,-3580.9046671419737,0,0.5906253955171475
174,-3565.4027635618313,0,0.5888646058288056
175,-3509.390581309552,0,0.5871090654581363
176,-3423.0192142146257,0,0.5853587587557204
177,-3490.2277803557113,0,0.5836136701187931
178,-3471.2870679706884,0,0.581873783991105
179,-3504.6668081042453,0,0.5801390848627838
180,-3560.074785831633,0,0.5784095572701952
181,-3439.209493591555,0,0.5766851857958057
182,-3614.0874516083177,0,0.5749659550680453
183,-3312.5360405762494,0,0.5732518497611696
184,-3343.538261721319,0,0.5715428545951243
185,-3542.7656071438905,0,0.5698389543354082
186,-3555.771668273545,0,0.5681401337929377
187,-3399.470572826962,0,0.5664463778239113
188,-3467.377895022386,0,0.5647576713296746
189,-3470.02216392778,0,0.5630739992565857
190,-3431.0991410300603,0,0.5613953465958814
191,-3348.4021046112,0,0.5597216983835427
192,-3345.486946953077,0,0.5580530397001618
193,-3505.0777181432795,0,0.5563893556708094
194,-3538.491129067701,0,0.5547306314649013
195,-3537.6481436655417,0,0.553076852296067
196,-3477.1352210826217,0,0.5514280034220175
197,-3385.162332649492,0,0.5497840701444139
198,-3558.575907385271,0,0.5481450378087364
199,-3546.618271085637,0,0.5465108918041537
200,-3425.6906263965275,0,0.5448816175633928
201,-3409.5872797100456,0,0.5432572005626091
202,-3386.0969200457325,0,0.5416376263212567
203,-3507.956220811311,0,0.5400228804019598
204,-3479.5282836030983,0,0.5384129484103835
205,-3403.236871721144,0,0.5368078159951059
206,-3288.7632514569295,0,0.5352074688474897
207,-3440.955426922879,0,0.5336118927015553
208,-3393.125904642681,0,0.5320210733338531
209,-3483.1092443187986,0,0.5304349965633366
210,-3455.221733779304,0,0.5288536482512367
211,-3334.583727418738,0,0.5272770143009349
212,-3448.7537242824346,0,0.525705080657838
213,-3373.6744019077514,0,0.524137833309253
214,-3298.03594482127,0,0.5225752582842615
215,-3425.409684033143,0,0.5210173416535961
216,-3263.227386383483,0,0.5194640695295154
217,-3454.589009497169,0,0.5179154280656806
218,-3342.4207987695163,0,0.5163714034570321
219,-3347.6153778429953,0,0.5148319819396664
220,-3355.6909253776475,0,0.5132971497907131
221,-3538.6915494431905,0,0.511766893328213
222,-3466.2752822253874,0,0.5102411989109961
223,-3483.945201762474,0,0.5087200529385595
224,-3377.0282647599615,0,0.5072034418509468
225,-3368.3487964065957,0,0.5056913521286268
226,-3453.4474605045384,0,0.5041837702923733
227,-3400.161340619027,0,0.5026806829031444
228,-3392.44483863129,0,0.5011820765619635
229,-3331.8998211457388,0,0.49968793790979904
230,-3408.0291233477083,0,0.4981982536274461
231,-3345.0532282812014,0,0.49671301043540717
232,-3439.9631030641676,0,0.49523219509377403
233,-3470.953815742984,0,0.4937557944021097
234,-3381.063300693353,0,0.4922837951993307
235,-3391.0037335228317,0,0.49081618436358965
236,-3383.095368228626,0,0.4893529488121586
237,-3372.7768114783644,0,0.48789407550131203
238,-3475.340171747223,0,0.4864395514262109
239,-3440.0114066636233,0,0.48498936362078654
240,-3457.569942900006,0,0.483543499157625
241,-3357.349111157337,0,0.48210194514785204
242,-3277.786975847325,0,0.48066468874101803
243,-3415.826687891309,0,0.47923171712498347
244,-3351.423042200006,0,0.4778030175258049
245,-3441.111847463108,0,0.4763785772076208
246,-3355.965529849344,0,0.47495838347253816
247,-3384.759977818585,0,0.4735424236605194
248,-3497.972878371411,0,0.4721306851492693
249,-3363.1104665962353,0,0.47072315535412274
250,-3276.165714262054,0,0.4693198217279322
251,-3460.796602626307,0,0.4679206717609562
252,-3466.748211571512,0,0.46652569298074764
253,-3281.971915179564,0,0.46513487295204264
254,-3461.9092367785024,0,0.46374819927664973
255,-3338.052499975628,0,0.4623656595933392
256,-3354.57686928798,0,0.460987241577733
257,-3382.0458270315085,0,0.4596129329421951
258,-3381.31102269939,0,0.45824272143572137
259,-3240.2684315886104,0,0.456876594843831
260,-3479.6156975665735,0,0.45551454098845723
261,-3347.6405866219066,0,0.454156547727839
262,-3343.974481884213,0,0.4528026029564125
263,-3348.1214698328504,0,0.45145269460470355
264,-3409.83641647943,0,0.45010681063921965
265,-3385.071723472296,0,0.448764939062343
266,-3458.9369625144814,0,0.4474270679122234
267,-3412.8500445029586,0,0.4460931852626718
268,-3319.4994496285317,0,0.44476327922305364
269,-3408.826681074194,0,0.4434373379381833
270,-3338.2277509314026,0,0.44211534958821797
271,-3408.512702219348,0,0.44079730238855264
272,-3412.5228966247005,0,0.43948318458971486
273,-3348.136685520572,0,0.43817298447726005
274,-3358.8425082271383,0,0.4368666903716671
275,-3395.9831231298017,0,0.4355642906282342
276,-3360.308851445129,0,0.4342657736369751
277,-3304.2879940339453,0,0.43297112782251557
278,-3284.894310832372,0,0.43168034164399016
279,-3382.824691605572,0,0.43039340359493944
280,-3342.5927594309305,0,0.4291103022032074
281,-3324.7338168291653,0,0.4278310260308391
282,-3331.3704054493196,0,0.42655556367397884
283,-3309.342661779462,0,0.42528390376276837
284,-3299.7875089947347,0,0.42401603496124557
285,-3275.7486893384726,0,0.42275194596724347
286,-3469.8130968724267,0,0.4214916255122894
287,-3425.731507750426,0,0.4202350623615047
288,-3329.759023506254,0,0.4189822453135043
289,-3394.891468265879,0,0.4177331632002972
290,-3337.667190148724,0,0.41648780488718656
291,-3401.9286407647214,0,0.4152461592726708
292,-3309.814279405462,0,0.4140082152883443
293,-3215.7221131654173,0,0.41277396189879906
294,-3319.2937535398664,0,0.411543388101526
295,-3245.050283749078,0,0.41031648292681716
296,-3363.4723586069576,0,0.40909323543766773
297,-3282.363747747978,0,0.40787363472967864
298,-3291.297355734343,0,0.4066576699309593
299,-3210.981701668495,0,0.4054453302020308
300,-3305.776119616484,0,0.40423660473572903
301,-3253.9440468839452,0,0.40303148275710876
302,-3288.54388954107,0,0.40182995352334716
303,-3356.3003870843445,0,0.40063200632364826
304,-3289.719068792553,0,0.3994376304791475
305,-3398.453641659926,0,0.3982468153428163
306,-3337.1333109026027,0,0.3970595502993675
307,-3378.7719661609763,0,0.3958758247651605
308,-3200.3452471415226,0,0.3946956281881068
309,-3188.6329291089514,0,0.3935189500475762
310,-3342.0116801941776,0,0.392345779854303
311,-3481.9346310180536,0,0.39117610715029233
312,-3183.422044956289,0,0.390009921508727
313,-3196.900636327198,0,0.3888472125338745
314,-3339.5057806757363,0,0.38768796986099446
315,-3374.691248433846,0,0.38653218315624616
316,-3275.2406118057497,0,0.38537984211659637
317,-3342.8973394199456,0,0.38423093646972767
318,-3311.5568579749665,0,0.38308545597394666
319,-3180.4418326273194,0,0.38194339041809283
320,-3303.843926498726,0,0.3808047296214475
321,-3319.694563731879,0,0.37966946343364305
322,-3356.912270195372,0,0.37853758173457236
323,-3409.468640611801,0,0.3774090744342987
324,-3266.6621705810758,0,0.37628393147296585
325,-3224.6354576185618,0,0.37516214282070814
326,-3508.123546030028,0,0.3740436984775614
327,-3308.8453396758855,0,0.3729285884733736
328,-3224.706114769975,0,0.371816802867716
329,-3265.848962214586,0,0.3707083317497945
330,-3347.7866425908687,0,0.36960316523836145
331,-3216.5821267161996,0,0.3685012934816274
332,-3268.455731140267,0,0.3674027066571734
333,-3374.4072331127995,0,0.36630739497186326
334,-3370.7104286245167,0,0.36521534866175653
335,-3259.552971645353,0,0.3641265579920212
336,-3322.869747192804,0,0.36304101325684707
337,-3242.8361714772927,0,0.36195870477935915
338,-3309.187075101579,0,0.36087962291153153
339,-3370.859121804217,0,0.35980375803410114
340,-3433.954024395661,0,0.3587311005564822
341,-3434.275452245779,0,0.35766164091668073
342,-3274.2982268488754,0,0.3565953695812091
343,-3456.6230405650504,0,0.3555322770450013
344,-3269.197449227696,0,0.3544723538313281
345,-3242.1945541159303,0,0.3534155904917125
346,-3214.9711760637542,0,0.35236197760584564
347,-3224.255822795133,0,0.3513115057815028
348,-3186.796730853772,0,0.35026416565445945
349,-3190.499975053862,0,0.3492199478884082
350,-3408.0526020376788,0,0.3481788431748752
351,-3402.07675499843,0,0.3471408422331373
352,-3301.1070217615706,0,0.3461059358101393
353,-3336.6423614754954,0,0.34507411468041155
354,-3314.098914404729,0,0.34404536964598753
355,-3439.447043602405,0,0.3430196915363221
356,-3338.250359231142,0,0.34199707120820955
357,-3263.0290264835476,0,0.3409774995457021
358,-3273.999654091605,0,0.3399609674600288
359,-3400.4902471630426,0,0.33894746588951435
360,-3310.524042865854,0,0.33793698579949843
361,-3178.119285146689,0,0.33692951818225503
362,-3243.754882780131,0,0.3359250540569123
363,-3364.7891338290497,0,0.3349235844693725
364,-3356.917798020287,0,0.33392510049223195
365,-3190.558486058479,0,0.3329295932247017
366,-3356.2421524702904,0,0.3319370537925281
367,-3234.897669331137,0,0.3309474733479136
368,-3184.906897530737,0,0.32996084306943807
369,-3199.443603467273,0,0.32897715416198
370,-3392.668230953052,0,0.32799639785663814
371,-3295.7189846220194,0,0.3270185654106534
372,-3286.356178477866,0,0.3260436481073308
373,-3313.403445816711,0,0.32507163725596183
374,-3194.6202483349284,0,0.324102524191747
375,-3239.5949185047252,0,0.3231363002757186
376,-3327.983570272183,0,0.32217295689466363
377,-3335.3355679471674,0,0.321212485461047
378,-3368.892670184579,0,0.3202548774129352
379,-3298.3414206370794,0,0.3193001242139195
380,-3396.0427493129027,0,0.3183482173530405
381,-3363.0024361892783,0,0.31739914834471167
382,-3199.7854864300975,0,0.3164529087286442
383,-3229.685673082079,0,0.3155094900697711
384,-3319.733596773135,0,0.31456888395817234
385,-3259.1272172332697,0,0.3136310820089998
386,-3248.965701614952,0,0.31269607586240256
387,-3216.3276924864126,0,0.3117638571834523
388,-3232.9153399543234,0,0.31083441766206893
389,-3263.4805365396987,0,0.30990774901294676
390,-3287.6538765324644,0,0.3089838429754804
391,-3238.2593675833,0,0.3080626913136913
392,-3433.656896200554,0,0.30714428581615416
393,-3278.387198610535,0,0.3062286182959239
394,-3229.445958949088,0,0.30531568059046255
395,-3233.356552799632,0,0.30440546456156653
396,-3394.7806799824093,0,0.3034979620952941
397,-3155.974006638592,0,0.30259316510189316
398,-3278.7518984610165,0,0.30169106551572883
399,-3239.0852194874883,0,0.3007916552952119
400,-3199.3143827394683,0,0.2998949264227269
401,-3298.3383863031554,0,0.29900087090456073
402,-3233.78667897197,0,0.2981094807708314
403,-3229.168837532257,0,0.2972207480754168
404,-3209.90918145192,0,0.29633466489588434
405,-3262.4061335717042,0,0.2954512233334198
406,-3425.889276276696,0,0.29457041551275714
407,-3233.825316365879,0,0.2936922335821084
408,-3321.1418125622276,0,0.29281666971309345
409,-3129.4233945032393,0,0.2919437161006705
410,-3290.9475441699083,0,0.2910733649630663
411,-3329.5541878973754,0,0.2902056085417069
412,-3415.244906597155,0,0.2893404391011484
413,-3241.5109506123763,0,0.288477848929008
414,-3358.0716819841937,0,0.2876178303358954
415,-3290.3660064785568,0,0.28676037565534396
416,-3300.377792812196,0,0.2859054772437427
417,-3255.4258724695082,0,0.2850531274802679
418,-3425.1998573369156,0,0.2842033187668153
419,-3343.381968687463,0,0.2833560435279323
420,-3128.8912361343255,0,0.2825112942107505
421,-3322.3917661602436,0,0.2816690632849183
422,-3326.6471559849683,0,0.28082934324253384
423,-3203.6226161507666,0,0.279992126598078
424,-3313.8008670207882,0,0.2791574058883477
425,-3316.3030400390385,0,0.2783251736723894
426,-3302.569316184552,0,0.2774954225314328
427,-3288.986072722732,0,0.27666814506882453
428,-3291.0930128012797,0,0.27584333390996246
429,-3351.3120301232952,0,0.27502098170222977
430,-3285.7519100641007,0,0.2742010811149295
431,-3142.5442867537336,0,0.27338362483921924
432,-3274.640079587743,0,0.27256860558804574
433,-3108.043179333647,0,0.2717560160960803
434,-3185.612236833209,0,0.27094584911965375
435,-3336.6515300381934,0,0.270138097436692
436,-3320.820884307561,0,0.26933275384665156
437,-3335.4992871079526,0,0.2685298111704555
438,-3295.166398276379,0,0.26772926225042926
439,-3265.2684220371893,0,0.266931099950237
440,-3283.323721845041,0,0.2661353171548179
441,-3182.503479324918,0,0.2653419067703229
442,-3264.9006920677007,0,0.26455086172405107
443,-3170.344437931823,0,0.2637621749643871
444,-3256.5184292043973,0,0.262975839460738
445,-3314.6754514332765,0,0.26219184820347063
446,-3246.4563796790317,0,0.2614101942038492
447,-3277.3631748273087,0,0.2606308704939729
448,-3204.0216275530397,0,0.2598538701267138
449,-3194.011443683414,0,0.25907918617565506
450,-3204.4919344108944,0,0.258306811735029
451,-3348.769838097116,0,0.25753673991965564
452,-3250.361941654318,0,0.25676896386488124
453,-3260.299276451437,0,0.25600347672651724
454,-3199.4417422324746,0,0.2552402716807792
455,-3179.680143904583,0,0.25447934192422583
456,-3385.658913704407,0,0.2537206806736986
457,-3165.9016853837743,0,0.2529642811662609
458,-3171.2973633688457,0,0.25221013665913833
459,-3303.0058078450897,0,0.2514582404296579
460,-3296.6444471507884,0,0.25070858577518873
461,-3318.7721189427302,0,0.24996116601308183
462,-3183.1527851805463,0,0.24921597448061078
463,-3336.4211910185404,0,0.24847300453491228
464,-3189.502966098976,0,0.24773224955292691
465,-3223.933391618083,0,0.24699370293134015
466,-3248.725905406235,0,0.24625735808652344
467,-3198.0378469573952,0,0.24552320845447553
468,-3108.194676213101,0,0.24479124749076397
469,-3294.4955426779516,0,0.24406146867046674
470,-3162.775169512149,0,0.24333386548811414
471,-3181.8744653397066,0,0.24260843145763078
472,-3288.9780007683225,0,0.24188516011227768
473,-3183.8015254870134,0,0.24116404500459473
474,-3249.653101896568,0,0.2404450797063432
475,-3133.382809494138,0,0.23972825780844842
476,-3234.97296955656,0,0.23901357292094255
477,-3280.116162539422,0,0.23830101867290782
478,-3281.120357192354,0,0.23759058871241953
479,-3177.9563424661546,0,0.23688227670648962
480,-3282.4622196265805,0,0.23617607634101004
481,-3238.781552834332,0,0.23547198132069658
482,-3275.796004662241,0,0.2347699853690327
483,-3245.5800376497073,0,0.23407008222821363
484,-3244.092345120821,0,0.23337226565909047
485,-3115.2623326851403,0,0.23267652944111475
486,-3298.508673576085,0,0.23198286737228282
487,-3307.7660866378915,0,0.23129127326908067
488,-3256.630742491833,0,0.23060174096642871
489,-3176.379226368769,0,0.2299142643176269
490,-3382.8935831857466,0,0.2292288371942999
491,-3316.019775399081,0,0.22854545348634248
492,-3319.4813753778512,0,0.22786410710186503
493,-3132.4740829127436,0,0.22718479196713925
494,-3113.7783442419513,0,0.22650750202654404
495,-3249.6617155791423,0,0.22583223124251148
496,-3376.324301587358,0,0.225158973595473
497,-3221.747135008152,0,0.22448772308380574
498,-3209.411601143558,0,0.22381847372377914
499,-3092.788376066874,0,0.2231512195495014
500,-3328.1757953748584,0,0.2224859546128665
501,-3176.846777590301,0,0.22182267298350103
502,-3149.6341127670894,0,0.22116136874871142
503,-3219.123956654332,0,0.22050203601343116
504,-3214.8819582242936,0,0.2198446689001683
505,-3238.591154060131,0,0.21918926154895305
506,-3161.185696920537,0,0.2185358081172855
507,-3189.5269340104896,0,0.21788430278008367
508,-3287.71672917022,0,0.21723473972963134
509,-3210.4796302082,0,0.2165871131755265
510,-3127.133284760256,0,0.21594141734462968
511,-3176.9728583409246,0,0.21529764648101243
512,-3101.0242719357743,0,0.21465579484590605
513,-3256.9707453935666,0,0.2140158567176504
514,-3248.7315310159306,0,0.21337782639164293
515,-3379.5261283061554,0,0.21274169818028785
516,-3168.902853746335,0,0.21210746641294537
517,-3113.89849100248,0,0.21147512543588118
518,-3224.673022784376,0,0.21084466961221604
519,-3178.938249387884,0,0.21021609332187557
520,-3266.512437303253,0,0.20958939096154008
521,-3323.2797117026466,0,0.2089645569445947
522,-3152.31011648602,0,0.2083415857010795
523,-3245.257057128837,0,0.2077204716776399
524,-3225.827237654256,0,0.20710120933747717
525,-3202.0079969116196,0,0.20648379316029897
526,-3294.785695468539,0,0.20586821764227026
527,-3120.9033913104895,0,0.20525447729596422
528,-3249.078446375851,0,0.20464256665031327
529,-3276.657191190238,0,0.20403248025056037
530,-3157.3451531006617,0,0.2034242126582103
531,-3355.2545339288445,0,0.20281775845098135
532,-3224.305662411113,0,0.20221311222275676
533,-3347.633711004223,0,0.2016102685835367
534,-3182.750219900657,0,0.20100922215939013
535,-3232.4079408406074,0,0.20040996759240698
536,-3180.485715893026,0,0.1998124995406503
537,-3235.1731072031944,0,0.19921681267810873
538,-3242.0211948063215,0,0.19862290169464888
539,-3270.3686686395895,0,0.19803076129596817
540,-3219.287180248982,0,0.19744038620354748
541,-3123.239860053279,0,0.19685177115460425
542,-3313.9982702899224,0,0.1962649109020454
543,-3173.464076713832,0,0.1956798002144207
544,-3189.9944152408616,0,0.195096433875876
545,-3310.8980703878537,0,0.19451480668610688
546,-3129.926569982027,0,0.19393491346031216
547,-3150.7179771128913,0,0.19335674902914782
548,-3243.715546885922,0,0.19278030823868075
549,-3211.32172873934,0,0.19220558595034296
550,-3215.440788851088,0,0.19163257704088565
551,-3228.6450289134596,0,0.19106127640233367
552,-3157.5337279503296,0,0.19049167894193983
553,-3297.1473728029505,0,0.18992377958213968
554,-3175.398168020767,0,0.1893575732605061
555,-3229.5780702106717,0,0.18879305492970422
556,-3191.6150375501097,0,0.18823021955744645
557,-3077.8505097835164,0,0.1876690621264476
558,-3340.6826595517587,0,0.18710957763438016
559,-3227.9793015349223,0,0.1865517610938297
560,-3271.4984686716443,0,0.18599560753225042
561,-3220.407848893022,0,0.18544111199192082
562,-3257.911407451705,0,0.18488826952989948
563,-3284.2040272925838,0,0.18433707521798107
564,-3291.3294713218747,0,0.18378752414265231
565,-3115.2627966272794,0,0.18323961140504827
566,-3118.884440104126,0,0.18269333212090866
567,-3148.8583527636333,0,0.18214868142053428
568,-3152.402753633889,0,0.1816056544487436
569,-3333.760087907165,0,0.18106424636482954
570,-3134.4406263925725,0,0.18052445234251624
571,-3228.806069498518,0,0.1799862675699161
572,-3249.543780516479,0,0.17944968724948682
573,-3210.785576837082,0,0.17891470659798875
574,-3294.2418482409103,0,0.1783813208464421
575,-3319.94540491507,0,0.17784952524008452
576,-3229.2699108589045,0,0.17731931503832873
577,-3142.3778058551407,0,0.17679068551472019
578,-3195.0524545530075,0,0.176263631956895
579,-3259.1193179757297,0,0.17573814966653797
580,-3181.3307189095467,0,0.17521423395934055
581,-3108.2848744671205,0,0.17469188016495926
582,-3232.1765231208733,0,0.17417108362697398
583,-3286.8503845987116,0,0.17365183970284642
584,-3223.4798894701476,0,0.1731341437638788
585,-3278.783997910789,0,0.17261799119517254
586,-3356.497235122967,0,0.17210337739558706
587,-3255.8651809500907,0,0.17159029777769894
588,-3153.268044935785,0,0.17107874776776086
589,-3331.3067077045794,0,0.17056872280566088
590,-3067.576101579936,0,0.17006021834488183
591,-3109.8341208441548,0,0.16955322985246077
592,-3141.528076087898,0,0.1690477528089485
593,-3096.9838186405464,0,0.16854378270836937
594,-3192.2389339943916,0,0.16804131505818107
595,-3298.988021109284,0,0.1675403453792346
596,-3210.95944623762,0,0.16704086920573433
597,-3221.704875336336,0,0.16654288208519816
598,-3241.3509929533284,0,0.1660463795784179
599,-3228.0532161996775,0,0.1655513572594196
600,-3291.324669268074,0,0.16505781071542422
601,-3104.9170525785644,0,0.1645657355468082
602,-3048.3830488017525,0,0.16407512736706426
603,-3261.0699465729067,0,0.1635859818027623
604,-3099.201248238031,0,0.1630982944935104
605,-3194.4455859329596,0,0.16261206109191603
606,-3202.1106086695463,0,0.1621272772635472
607,-3268.067309762419,0,0.1616439386868938
608,-3282.8403404043097,0,0.16116204105332924
609,-3254.7402148882165,0,0.16068158006707184
610,-3188.041251048854,0,0.16020255144514667
611,-3140.9733536715735,0,0.15972495091734734
612,-3225.5204918288155,0,0.1592487742261979
613,-3217.760124623568,0,0.15877401712691494
614,-3183.5367254910757,0,0.1583006753873697
615,-3192.801295720676,0,0.15782874478805034
616,-3199.100454377844,0,0.1573582211220244
617,-3267.114417891737,0,0.15688910019490127
618,-3192.059248147547,0,0.15642137782479468
619,-3138.0288958272945,0,0.15595504984228561
620,-3195.466397575883,0,0.15549011209038502
621,-3164.3038068122028,0,0.15502656042449678
622,-3136.036921354765,0,0.15456439071238076
